"pc_1";"cluster";"score(cluster_0)";"score(cluster_1)";"score(cluster_2)";"score(cluster_3)";"score(cluster_4)"
799.4383663350613;"cluster_1";2000.013231305621;0.0;2999.966191068541;999.9667711354648;1999.9875460784226
799.4383663350613;"cluster_1";2000.013231305621;0.0;2999.966191068541;999.9667711354648;1999.9875460784226
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
799.4659998465138;"cluster_1";1999.9855977941686;0.0;2999.993824579993;999.9944046469172;2000.015179589875
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
799.4659987634516;"cluster_1";1999.9855988772308;0.0;2999.9938234969313;999.994403563855;2000.0151785068128
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
799.4659987634516;"cluster_1";1999.9855988772308;0.0;2999.9938234969313;999.994403563855;2000.0151785068128
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
-2200.573412834436;"cluster_2";5000.0250104751185;2999.997931982597;0.0;2000.0164417368026;1000.0022053918628
-2200.5734150005605;"cluster_2";5000.025012641243;2999.9979341487215;0.0;2000.016443902927;1000.0022075579873
-2200.5734150005605;"cluster_2";5000.025012641243;2999.9979341487215;0.0;2000.016443902927;1000.0022075579873
-2200.5734150005605;"cluster_2";5000.025012641243;2999.9979341487215;0.0;2000.016443902927;1000.0022075579873
-2200.5734150005605;"cluster_2";5000.025012641243;2999.9979341487215;0.0;2000.016443902927;1000.0022075579873
-200.55697109763346;"cluster_3";3000.0085687383157;999.9814902457942;1999.970853635846;0.0;999.9922086457278
-2200.5733239387014;"cluster_2";5000.024921579384;2999.9978430868623;0.0;2000.0163528410678;1000.0021164961281
-1700.5545879843519;"Noise";4500.006185625034;2499.9791071325126;499.97323674912764;1499.9976168867183;499.9833805417786
-1700.5545879843519;"Noise";4500.006185625034;2499.9791071325126;499.97323674912764;1499.9976168867183;499.9833805417786
-2200.5733271423755;"cluster_2";5000.024924783058;2999.9978462905365;0.0;2000.016356044742;1000.0021196998023
-2200.5733271423755;"cluster_2";5000.024924783058;2999.9978462905365;0.0;2000.016356044742;1000.0021196998023
-2200.5733271423755;"cluster_2";5000.024924783058;2999.9978462905365;0.0;2000.016356044742;1000.0021196998023
-2200.5733271423755;"cluster_2";5000.024924783058;2999.9978462905365;0.0;2000.016356044742;1000.0021196998023
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2200.5733260593133;"cluster_2";5000.024923699995;2999.9978452074743;0.0;2000.0163549616798;1000.0021186167401
-2000.570414893876;"Noise";4800.022012534559;2799.9949340420367;199.95740983960354;1800.0134437962424;799.9992074513027
-2000.570414893876;"Noise";4800.022012534559;2799.9949340420367;199.95740983960354;1800.0134437962424;799.9992074513027
-1600.563790449935;"Noise";4400.015388090617;2399.988309598096;599.9640342835446;1400.0068193523014;399.99258300736165
-1600.563790449935;"Noise";4400.015388090617;2399.988309598096;599.9640342835446;1400.0068193523014;399.99258300736165
799.4524569125462;"cluster_1";1999.9991407281364;0.0;2999.9802816460256;999.9808617129496;2000.0016366559075
-200.54792784435736;"cluster_3";2999.9995254850396;999.9724469925181;1999.979896889122;0.0;1000.0012518990039
-2200.545806888396;"cluster_2";4999.997404529078;2999.970326036557;0.0;1999.9888357907623;999.9745994458226
-2200.545806888396;"cluster_2";4999.997404529078;2999.970326036557;0.0;1999.9888357907623;999.9745994458226
-2200.545807971458;"cluster_2";4999.997405612141;2999.970327119619;0.0;1999.9888368738245;999.9746005288848
-2200.545807971458;"cluster_2";4999.997405612141;2999.970327119619;0.0;1999.9888368738245;999.9746005288848
-2200.545807971458;"cluster_2";4999.997405612141;2999.970327119619;0.0;1999.9888368738245;999.9746005288848
-2200.545807971458;"cluster_2";4999.997405612141;2999.970327119619;0.0;1999.9888368738245;999.9746005288848
799.4524569125462;"cluster_1";1999.9991407281364;0.0;2999.9802816460256;999.9808617129496;2000.0016366559075
-3900.5434215933547;"Noise";6699.995019234037;4699.967940741515;1699.9699209007335;3699.9864504957213;2699.9722141507814
-200.5478389486226;"cluster_3";2999.999436589305;999.9723580967834;1999.979985784857;0.0;1000.0013407947387
-200.54783998617242;"cluster_3";2999.9994376268546;999.9723591343333;1999.979984747307;0.0;1000.0013397571888
-200.54784106923455;"cluster_3";2999.999438709917;999.9723602173954;1999.979983664245;0.0;1000.0013386741267
-200.54783998617242;"cluster_3";2999.9994376268546;999.9723591343333;1999.979984747307;0.0;1000.0013397571888
-200.54783861102865;"cluster_3";2999.999436251711;999.9723577591894;1999.9799861224508;0.0;1000.0013411323326
-200.54783861102865;"cluster_3";2999.999436251711;999.9723577591894;1999.9799861224508;0.0;1000.0013411323326
-200.54783969409078;"cluster_3";2999.999437334773;999.9723588422517;1999.9799850393888;0.0;1000.0013400492705
-200.54783969409078;"cluster_3";2999.999437334773;999.9723588422517;1999.9799850393888;0.0;1000.0013400492705
-200.55231570327365;"cluster_3";3000.003913343956;999.9768348514344;1999.9755090302058;0.0;999.9968640400876
-2400.567730671819;"Noise";5200.019328312501;3199.99224981998;199.99422997919783;2200.0107595741856;1199.9965232292457
-200.54782456800615;"cluster_3";2999.9994222086884;999.972343716167;1999.9800001654735;0.0;1000.0013551753551
-2400.5677436772917;"Noise";5200.019341317974;3199.9922628254526;199.99424298467056;2200.0107725796584;1199.9965362347184
-3000.5613137476184;"Noise";5800.012911388301;3799.9858328957794;799.9878130549973;2800.004342649985;1799.9901063050452
-200.53780102126404;"cluster_3";2999.9893986619463;999.9623201694249;1999.9900237122156;0.0;1000.0113787220972
-200.53780102126404;"cluster_3";2999.9893986619463;999.9623201694249;1999.9900237122156;0.0;1000.0113787220972
799.4539009261924;"cluster_1";1999.9976967144898;0.0;2999.981725659672;999.9823057265959;2000.0030806695536
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
799.4539009261924;"cluster_1";1999.9976967144898;0.0;2999.981725659672;999.9823057265959;2000.0030806695536
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
799.4539009261924;"cluster_1";1999.9976967144898;0.0;2999.981725659672;999.9823057265959;2000.0030806695536
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
-200.54775429411174;"cluster_3";2999.999351934794;999.9722734422726;1999.9800704393679;0.0;1000.0014254492495
799.4526276443114;"cluster_1";1999.998969996371;0.0;2999.980452377791;999.9810324447149;2000.0018073876727
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
799.4539887843773;"cluster_1";1999.997608856305;0.0;2999.9818135178566;999.9823935847808;2000.0031685277386
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539909505016;"cluster_1";1999.9976066901809;0.0;2999.981815683981;999.9823957509051;2000.003170693863
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539909505016;"cluster_1";1999.9976066901809;0.0;2999.981815683981;999.9823957509051;2000.003170693863
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4539909505016;"cluster_1";1999.9976066901809;0.0;2999.981815683981;999.9823957509051;2000.003170693863
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
-200.5476664359268;"cluster_3";2999.999264076609;999.9721855840876;1999.9801582975526;0.0;1000.0015133074345
799.4540060765863;"cluster_1";1999.9975915640962;0.0;2999.9818308100657;999.9824108769898;2000.0031858199477
-3900.5431482784998;"Noise";6699.994745919183;4699.96766742666;1699.9696475858786;3699.9861771808664;2699.9719408359265
799.4540787631743;"cluster_1";1999.9975188775081;0.0;2999.981903496654;999.9824835635777;2000.0032585065355
-3200.562035018194;"Noise";6000.013632658876;3999.986554166355;999.9885343255728;3000.0050639205606;1999.9908275756206
-1700.554103086103;"Noise";4500.005700726785;2499.9786222342636;499.9737216473766;1499.9971319884694;499.9828956435297
299.4706962170664;"Noise";2499.980901423616;499.9538229310944;2499.9985209505458;499.9991010174699;1500.0198759604277
299.4706962170664;"Noise";2499.980901423616;499.9538229310944;2499.9985209505458;499.9991010174699;1500.0198759604277
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
799.4540766425623;"cluster_1";1999.99752099812;0.0;2999.9819013760416;999.9824814429658;2000.0032563859236
99.44838196989947;"Noise";2700.003215670783;699.9761371782613;2299.976206703379;299.97678677030297;1299.9975617132607
99.44838196989947;"Noise";2700.003215670783;699.9761371782613;2299.976206703379;299.97678677030297;1299.9975617132607
799.4816914271254;"cluster_1";1999.969906213557;0.0;3000.009516160605;1000.0100962275288;2000.0308711704865
-1000.5369861133817;"Noise";3799.988583754064;1799.9615052615425;1199.9908386200977;799.9800150157482;200.0121936299796
-1200.5500566404387;"cluster_4";4000.001654281121;1999.9745757885994;999.9777680930408;999.9930855428053;0.0
-1200.5500566404387;"cluster_4";4000.001654281121;1999.9745757885994;999.9777680930408;999.9930855428053;0.0
799.4817916984123;"cluster_1";1999.96980594227;0.0;3000.009616431892;1000.0101964988157;2000.0309714417735
799.4795536938209;"cluster_1";1999.9720439468615;0.0;3000.0073784273004;1000.0079584942243;2000.0287334371822
799.4817916984123;"cluster_1";1999.96980594227;0.0;3000.009616431892;1000.0101964988157;2000.0309714417735
799.4817927814744;"cluster_1";1999.9698048592081;0.0;3000.009617514954;1000.0101975818778;2000.0309725248358
799.4817927814744;"cluster_1";1999.9698048592081;0.0;3000.009617514954;1000.0101975818778;2000.0309725248358
799.4817927814744;"cluster_1";1999.9698048592081;0.0;3000.009617514954;1000.0101975818778;2000.0309725248358
-1200.5584345198527;"cluster_4";4000.010032160535;1999.9829536680136;999.9693902136269;1000.0014634222192;0.0
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
799.481877390473;"cluster_1";1999.9697202502093;0.0;3000.0097021239526;1000.0102821908764;2000.031057133834
-2200.557935725608;"cluster_2";5000.00953336629;2999.982454873769;0.0;2000.0009646279743;999.9867282830346
-2200.557935725608;"cluster_2";5000.00953336629;2999.982454873769;0.0;2000.0009646279743;999.9867282830346
52799.41864826288;"Noise";49999.93506200949;51999.93667637306;54999.94647299636;52999.94705306328;53999.96782800624
-1200.5583455786057;"cluster_4";4000.0099432192883;1999.9828647267664;999.9694791548739;1000.0013744809722;0.0
-1200.5576690197536;"cluster_4";4000.009266660436;1999.9821881679145;999.970155713726;1000.0006979221201;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5576690197536;"cluster_4";4000.009266660436;1999.9821881679145;999.970155713726;1000.0006979221201;0.0
-1200.5583466616677;"cluster_4";4000.00994430235;1999.9828658098286;999.9694780718119;1000.0013755640342;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
-1200.5583477447299;"cluster_4";4000.0099453854123;1999.9828668928908;999.9694769887496;1000.0013766470964;0.0
799.4819588843517;"cluster_1";1999.9696387563308;0.0;3000.009783617831;1000.0103636847551;2000.031138627713
799.4819588843517;"cluster_1";1999.9696387563308;0.0;3000.009783617831;1000.0103636847551;2000.031138627713
-400.55872629717675;"Noise";3200.010323937859;1199.9832454453376;1799.9690984363028;200.00175519954328;799.9904534461846
-400.53239475874835;"Noise";3199.983992399431;1199.9569139069092;1799.9954299747312;199.9754236611149;800.016784984613
799.4819578468018;"cluster_1";1999.9696397938806;0.0;3000.0097825802814;1000.0103626472053;2000.031137590163
799.4819578468018;"cluster_1";1999.9696397938806;0.0;3000.0097825802814;1000.0103626472053;2000.031137590163
799.4819578468018;"cluster_1";1999.9696397938806;0.0;3000.0097825802814;1000.0103626472053;2000.031137590163
799.4819578468018;"cluster_1";1999.9696397938806;0.0;3000.0097825802814;1000.0103626472053;2000.031137590163
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819578468018;"cluster_1";1999.9696397938806;0.0;3000.0097825802814;1000.0103626472053;2000.031137590163
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819567637397;"cluster_1";1999.9696408769428;0.0;3000.009781497219;1000.0103615641432;2000.031136507101
799.4819718898243;"cluster_1";1999.969625750858;0.0;3000.009796623304;1000.0103766902278;2000.0311516331856
-1200.5583347392571;"cluster_4";4000.0099323799395;1999.982853887418;999.9694899942224;1000.0013636416237;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582598865449;"cluster_4";4000.0098575272273;1999.9827790347058;999.9695648469346;1000.0012887889114;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5582598865449;"cluster_4";4000.0098575272273;1999.9827790347058;999.9695648469346;1000.0012887889114;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575811615688;"cluster_4";4000.009178802251;1999.9821003097295;999.9702435719107;1000.0006100639354;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5582598865449;"cluster_4";4000.0098575272273;1999.9827790347058;999.9695648469346;1000.0012887889114;0.0
-1200.5575800785066;"cluster_4";4000.009177719189;1999.9820992266673;999.9702446549729;1000.0006089808732;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5582598865449;"cluster_4";4000.0098575272273;1999.9827790347058;999.9695648469346;1000.0012887889114;0.0
-1200.5575800785066;"cluster_4";4000.009177719189;1999.9820992266673;999.9702446549729;1000.0006089808732;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5582598865449;"cluster_4";4000.0098575272273;1999.9827790347058;999.9695648469346;1000.0012887889114;0.0
-1200.5575800785066;"cluster_4";4000.009177719189;1999.9820992266673;999.9702446549729;1000.0006089808732;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-1200.5575800785066;"cluster_4";4000.009177719189;1999.9820992266673;999.9702446549729;1000.0006089808732;0.0
-1200.5582588034829;"cluster_4";4000.009856444165;1999.9827779516436;999.9695659299966;1000.0012877058494;0.0
-2200.5578044643653;"cluster_2";5000.009402105048;2999.982323612526;0.0;2000.0008333667317;999.986597021792
-1200.5582620071568;"cluster_4";4000.009859647839;1999.9827811553178;999.9695627263227;1000.0012909095234;0.0
-1200.558263090219;"cluster_4";4000.0098607309014;1999.98278223838;999.9695616432605;1000.0012919925856;0.0
-1200.5712074425733;"cluster_4";4000.0228050832557;1999.9957265907342;999.9566172909063;1000.0142363449398;0.0
-1200.5712074425733;"cluster_4";4000.0228050832557;1999.9957265907342;999.9566172909063;1000.0142363449398;0.0
-1200.5574933033838;"cluster_4";4000.009090944066;1999.9820124515445;999.9703314300957;1000.0005222057504;0.0
-1200.5574933033838;"cluster_4";4000.009090944066;1999.9820124515445;999.9703314300957;1000.0005222057504;0.0
-1200.5574933033838;"cluster_4";4000.009090944066;1999.9820124515445;999.9703314300957;1000.0005222057504;0.0
-1200.5574933033838;"cluster_4";4000.009090944066;1999.9820124515445;999.9703314300957;1000.0005222057504;0.0
-1200.5574943864458;"cluster_4";4000.009092027128;1999.9820135346067;999.9703303470337;1000.0005232888124;0.0
-1200.5574943864458;"cluster_4";4000.009092027128;1999.9820135346067;999.9703303470337;1000.0005232888124;0.0
-1200.5574943864458;"cluster_4";4000.009092027128;1999.9820135346067;999.9703303470337;1000.0005232888124;0.0
-1200.5574943864458;"cluster_4";4000.009092027128;1999.9820135346067;999.9703303470337;1000.0005232888124;0.0
-1200.557496507058;"cluster_4";4000.00909414774;1999.9820156552187;999.9703282264215;1000.0005254094245;0.0
